Class_Style_Color_Size	AEO_DC_From_LOC	AEO_DC_To_LOC	Allocate_Date	Ship_Date	Arrive_Date	BULK_OH_Class_Style_Color_Size_DC	BULK_OH_Class_Style_Color_Size_Alloc	Class_Style_Color_Size		QTY	0	0	Alloc	1	N		DEPLOYMENT	0	Manual Import	0000000000	FloorSet	Current_Time_Stamp
"441_2469_100_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2469_100_4000_DC2959"	"BULK_OH_441_2469_100_4000_DC2959_ALC16723"	"441_2469_100_4000"	""	"12"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.07"
"441_2469_100_5000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2469_100_5000_DC2959"	"BULK_OH_441_2469_100_5000_DC2959_ALC16723"	"441_2469_100_5000"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.08"
"441_2469_73_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2469_73_2000_DC2959"	"BULK_OH_441_2469_73_2000_DC2959_ALC16723"	"441_2469_73_2000"	""	"23"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.08"
"441_2469_73_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2469_73_4000_DC2959"	"BULK_OH_441_2469_73_4000_DC2959_ALC16723"	"441_2469_73_4000"	""	"14"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.08"
"441_2469_73_5000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2469_73_5000_DC2959"	"BULK_OH_441_2469_73_5000_DC2959_ALC16723"	"441_2469_73_5000"	""	"7"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.09"
"441_2469_12_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2469_12_3000_DC2959"	"BULK_OH_441_2469_12_3000_DC2959_ALC16723"	"441_2469_12_3000"	""	"9"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.09"
"461_6421_73_1000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_461_6421_73_1000_DC2959"	"BULK_OH_461_6421_73_1000_DC2959_ALC16723"	"461_6421_73_1000"	""	"9"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.09"
"461_6421_73_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_461_6421_73_4000_DC2959"	"BULK_OH_461_6421_73_4000_DC2959_ALC16723"	"461_6421_73_4000"	""	"13"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.09"
"3375_7811_309_1000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_3375_7811_309_1000_DC2959"	"BULK_OH_3375_7811_309_1000_DC2959_ALC16723"	"3375_7811_309_1000"	""	"7"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.10"
"3375_7811_309_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_3375_7811_309_2000_DC2959"	"BULK_OH_3375_7811_309_2000_DC2959_ALC16723"	"3375_7811_309_2000"	""	"7"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.10"
"2162_2544_73_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2162_2544_73_3000_DC2959"	"BULK_OH_2162_2544_73_3000_DC2959_ALC16723"	"2162_2544_73_3000"	""	"8"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.10"
"2162_2526_100_5000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2162_2526_100_5000_DC2959"	"BULK_OH_2162_2526_100_5000_DC2959_ALC16723"	"2162_2526_100_5000"	""	"16"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.11"
"708_5364_73_1615"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_708_5364_73_1615_DC2959"	"BULK_OH_708_5364_73_1615_DC2959_ALC16723"	"708_5364_73_1615"	""	"42"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.11"
"708_5364_73_1603"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_708_5364_73_1603_DC2959"	"BULK_OH_708_5364_73_1603_DC2959_ALC16723"	"708_5364_73_1603"	""	"31"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.11"
"708_5364_73_1604"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_708_5364_73_1604_DC2959"	"BULK_OH_708_5364_73_1604_DC2959_ALC16723"	"708_5364_73_1604"	""	"14"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.11"
"708_5364_73_1605"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_708_5364_73_1605_DC2959"	"BULK_OH_708_5364_73_1605_DC2959_ALC16723"	"708_5364_73_1605"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.12"
"708_5370_12_1602"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_708_5370_12_1602_DC2959"	"BULK_OH_708_5370_12_1602_DC2959_ALC16723"	"708_5370_12_1602"	""	"19"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.12"
"1756_3436_73_900"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_1756_3436_73_900_DC2959"	"BULK_OH_1756_3436_73_900_DC2959_ALC16723"	"1756_3436_73_900"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.12"
"1756_3436_73_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_1756_3436_73_2000_DC2959"	"BULK_OH_1756_3436_73_2000_DC2959_ALC16723"	"1756_3436_73_2000"	""	"38"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.12"
"1756_3436_73_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_1756_3436_73_3000_DC2959"	"BULK_OH_1756_3436_73_3000_DC2959_ALC16723"	"1756_3436_73_3000"	""	"75"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.13"
"1756_3436_73_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_1756_3436_73_4000_DC2959"	"BULK_OH_1756_3436_73_4000_DC2959_ALC16723"	"1756_3436_73_4000"	""	"35"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.13"
"437_3509_408_7010"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_437_3509_408_7010_DC2959"	"BULK_OH_437_3509_408_7010_DC2959_ALC16723"	"437_3509_408_7010"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.13"
"436_3622_391_8002"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_436_3622_391_8002_DC2959"	"BULK_OH_436_3622_391_8002_DC2959_ALC16723"	"436_3622_391_8002"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.14"
"436_3622_391_8008"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_436_3622_391_8008_DC2959"	"BULK_OH_436_3622_391_8008_DC2959_ALC16723"	"436_3622_391_8008"	""	"8"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.14"
"436_3622_391_8010"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_436_3622_391_8010_DC2959"	"BULK_OH_436_3622_391_8010_DC2959_ALC16723"	"436_3622_391_8010"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.14"
"436_3622_391_8012"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_436_3622_391_8012_DC2959"	"BULK_OH_436_3622_391_8012_DC2959_ALC16723"	"436_3622_391_8012"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.14"
"1753_3406_225_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_1753_3406_225_3000_DC2959"	"BULK_OH_1753_3406_225_3000_DC2959_ALC16723"	"1753_3406_225_3000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.15"
"752_3515_493_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_752_3515_493_2000_DC2959"	"BULK_OH_752_3515_493_2000_DC2959_ALC16723"	"752_3515_493_2000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.15"
"752_3515_493_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_752_3515_493_4000_DC2959"	"BULK_OH_752_3515_493_4000_DC2959_ALC16723"	"752_3515_493_4000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.15"
"2164_2426_125_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2164_2426_125_4000_DC2959"	"BULK_OH_2164_2426_125_4000_DC2959_ALC16723"	"2164_2426_125_4000"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.16"
"2164_2426_73_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2164_2426_73_2000_DC2959"	"BULK_OH_2164_2426_73_2000_DC2959_ALC16723"	"2164_2426_73_2000"	""	"9"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.16"
"2164_2426_73_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2164_2426_73_3000_DC2959"	"BULK_OH_2164_2426_73_3000_DC2959_ALC16723"	"2164_2426_73_3000"	""	"11"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.16"
"2698_1101_73_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2698_1101_73_2000_DC2959"	"BULK_OH_2698_1101_73_2000_DC2959_ALC16723"	"2698_1101_73_2000"	""	"22"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.17"
"2698_1101_73_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2698_1101_73_3000_DC2959"	"BULK_OH_2698_1101_73_3000_DC2959_ALC16723"	"2698_1101_73_3000"	""	"28"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.17"
"2698_1101_73_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2698_1101_73_4000_DC2959"	"BULK_OH_2698_1101_73_4000_DC2959_ALC16723"	"2698_1101_73_4000"	""	"19"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.17"
"2696_1078_890_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2696_1078_890_4000_DC2959"	"BULK_OH_2696_1078_890_4000_DC2959_ALC16723"	"2696_1078_890_4000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.17"
"5495_2418_399_1000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_5495_2418_399_1000_DC2959"	"BULK_OH_5495_2418_399_1000_DC2959_ALC16723"	"5495_2418_399_1000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.18"
"5495_2418_399_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_5495_2418_399_2000_DC2959"	"BULK_OH_5495_2418_399_2000_DC2959_ALC16723"	"5495_2418_399_2000"	""	"7"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.18"
"5495_2418_399_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_5495_2418_399_3000_DC2959"	"BULK_OH_5495_2418_399_3000_DC2959_ALC16723"	"5495_2418_399_3000"	""	"7"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.18"
"2162_2544_40_5000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2162_2544_40_5000_DC2959"	"BULK_OH_2162_2544_40_5000_DC2959_ALC16723"	"2162_2544_40_5000"	""	"8"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.18"
"441_2604_73_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2604_73_4000_DC2959"	"BULK_OH_441_2604_73_4000_DC2959_ALC16723"	"441_2604_73_4000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.19"
"441_2607_437_1000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_441_2607_437_1000_DC2959"	"BULK_OH_441_2607_437_1000_DC2959_ALC16723"	"441_2607_437_1000"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.19"
"1754_3558_73_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_1754_3558_73_2000_DC2959"	"BULK_OH_1754_3558_73_2000_DC2959_ALC16723"	"1754_3558_73_2000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.19"
"114_6115_959_3432"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_114_6115_959_3432_DC2959"	"BULK_OH_114_6115_959_3432_DC2959_ALC16723"	"114_6115_959_3432"	""	"18"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.20"
"2162_2504_73_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2162_2504_73_2000_DC2959"	"BULK_OH_2162_2504_73_2000_DC2959_ALC16723"	"2162_2504_73_2000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.20"
"2698_1151_73_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_2698_1151_73_3000_DC2959"	"BULK_OH_2698_1151_73_3000_DC2959_ALC16723"	"2698_1151_73_3000"	""	"16"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.20"
"6495_1149_900_6000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_6495_1149_900_6000_DC2959"	"BULK_OH_6495_1149_900_6000_DC2959_ALC16723"	"6495_1149_900_6000"	""	"12"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.20"
"753_3669_73_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_753_3669_73_2000_DC2959"	"BULK_OH_753_3669_73_2000_DC2959_ALC16723"	"753_3669_73_2000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.21"
"661_1089_125_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_661_1089_125_3000_DC2959"	"BULK_OH_661_1089_125_3000_DC2959_ALC16723"	"661_1089_125_3000"	""	"9"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.21"
"236_1673_73_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_236_1673_73_4000_DC2959"	"BULK_OH_236_1673_73_4000_DC2959_ALC16723"	"236_1673_73_4000"	""	"14"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.21"
"743_2689_12_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_743_2689_12_4000_DC2959"	"BULK_OH_743_2689_12_4000_DC2959_ALC16723"	"743_2689_12_4000"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.21"
"236_1438_613_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_236_1438_613_4000_DC2959"	"BULK_OH_236_1438_613_4000_DC2959_ALC16723"	"236_1438_613_4000"	""	"19"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.22"
"701_7817_123_1613"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_701_7817_123_1613_DC2959"	"BULK_OH_701_7817_123_1613_DC2959_ALC16723"	"701_7817_123_1613"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.22"
"701_7817_5_1602"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_701_7817_5_1602_DC2959"	"BULK_OH_701_7817_5_1602_DC2959_ALC16723"	"701_7817_5_1602"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.22"
"3437_3693_167_8014"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_3437_3693_167_8014_DC2959"	"BULK_OH_3437_3693_167_8014_DC2959_ALC16723"	"3437_3693_167_8014"	""	"24"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.23"
"235_1844_615_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_235_1844_615_3000_DC2959"	"BULK_OH_235_1844_615_3000_DC2959_ALC16723"	"235_1844_615_3000"	""	"66"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.23"
"236_3491_900_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_236_3491_900_2000_DC2959"	"BULK_OH_236_3491_900_2000_DC2959_ALC16723"	"236_3491_900_2000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.23"
"3234_3464_900_1000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_3234_3464_900_1000_DC2959"	"BULK_OH_3234_3464_900_1000_DC2959_ALC16723"	"3234_3464_900_1000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.24"
"752_3713_73_1000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_752_3713_73_1000_DC2959"	"BULK_OH_752_3713_73_1000_DC2959_ALC16723"	"752_3713_73_1000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.24"
"701_7776_12_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_701_7776_12_3000_DC2959"	"BULK_OH_701_7776_12_3000_DC2959_ALC16723"	"701_7776_12_3000"	""	"6"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.24"
"3234_1917_100_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_3234_1917_100_2000_DC2959"	"BULK_OH_3234_1917_100_2000_DC2959_ALC16723"	"3234_1917_100_2000"	""	"20"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.25"
"220_1910_615_4000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_220_1910_615_4000_DC2959"	"BULK_OH_220_1910_615_4000_DC2959_ALC16723"	"220_1910_615_4000"	""	"65"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.25"
"220_1910_615_5000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_220_1910_615_5000_DC2959"	"BULK_OH_220_1910_615_5000_DC2959_ALC16723"	"220_1910_615_5000"	""	"35"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.25"
"220_3545_900_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_220_3545_900_3000_DC2959"	"BULK_OH_220_3545_900_3000_DC2959_ALC16723"	"220_3545_900_3000"	""	"8"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.26"
"3232_2129_1_2000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_3232_2129_1_2000_DC2959"	"BULK_OH_3232_2129_1_2000_DC2959_ALC16723"	"3232_2129_1_2000"	""	"12"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.26"
"743_2539_230_1000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_743_2539_230_1000_DC2959"	"BULK_OH_743_2539_230_1000_DC2959_ALC16723"	"743_2539_230_1000"	""	"5"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.26"
"5493_2705_73_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_5493_2705_73_3000_DC2959"	"BULK_OH_5493_2705_73_3000_DC2959_ALC16723"	"5493_2705_73_3000"	""	"8"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.26"
"220_38_800_3000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_220_38_800_3000_DC2959"	"BULK_OH_220_38_800_3000_DC2959_ALC16723"	"220_38_800_3000"	""	"55"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.27"
"220_38_800_5000"	"AEO_DC_2959"	"AEO_ST_6900"	"20231118"	"20231119"	"20231122"	"BULK_OH_220_38_800_5000_DC2959"	"BULK_OH_220_38_800_5000_DC2959_ALC16723"	"220_38_800_5000"	""	"15"	"0"	"0"	"16723"	"1"	"N"	""	"DEPLOYMENT"	"0"	"Manual Import"	"0000000000"	" "	"2023-11-18.13.21.27"
