"0327_2584_273_7004","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0327_2584_273_7004_DC000659","BULK_OH_0327_2584_273_7004_DC000659_ALC0016781","0327_2584_273_7004","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0327_2584_273_7006","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0327_2584_273_7006_DC000659","BULK_OH_0327_2584_273_7006_DC000659_ALC0016781","0327_2584_273_7006","","6","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0327_2584_273_7008","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0327_2584_273_7008_DC000659","BULK_OH_0327_2584_273_7008_DC000659_ALC0016781","0327_2584_273_7008","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0327_2584_273_9101","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0327_2584_273_9101_DC000659","BULK_OH_0327_2584_273_9101_DC000659_ALC0016781","0327_2584_273_9101","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0752_1383_073_1000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0752_1383_073_1000_DC000659","BULK_OH_0752_1383_073_1000_DC000659_ALC0016781","0752_1383_073_1000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0751_1200_073_1611","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0751_1200_073_1611_DC000659","BULK_OH_0751_1200_073_1611_DC000659_ALC0016781","0751_1200_073_1611","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0751_1200_073_1614","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0751_1200_073_1614_DC000659","BULK_OH_0751_1200_073_1614_DC000659_ALC0016781","0751_1200_073_1614","","11","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0751_1200_073_1616","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0751_1200_073_1616_DC000659","BULK_OH_0751_1200_073_1616_DC000659_ALC0016781","0751_1200_073_1616","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0753_1382_073_1000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0753_1382_073_1000_DC000659","BULK_OH_0753_1382_073_1000_DC000659_ALC0016781","0753_1382_073_1000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"1753_1371_331_4000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_1753_1371_331_4000_DC000659","BULK_OH_1753_1371_331_4000_DC000659_ALC0016781","1753_1371_331_4000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"1328_3801_223_8010","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_1328_3801_223_8010_DC000659","BULK_OH_1328_3801_223_8010_DC000659_ALC0016781","1328_3801_223_8010","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0753_1769_073_1000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0753_1769_073_1000_DC000659","BULK_OH_0753_1769_073_1000_DC000659_ALC0016781","0753_1769_073_1000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0752_1883_683_5000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0752_1883_683_5000_DC000659","BULK_OH_0752_1883_683_5000_DC000659_ALC0016781","0752_1883_683_5000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0753_1382_683_5000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0753_1382_683_5000_DC000659","BULK_OH_0753_1382_683_5000_DC000659_ALC0016781","0753_1382_683_5000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0236_2811_020_1000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0236_2811_020_1000_DC000659","BULK_OH_0236_2811_020_1000_DC000659_ALC0016781","0236_2811_020_1000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0236_2811_020_3000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0236_2811_020_3000_DC000659","BULK_OH_0236_2811_020_3000_DC000659_ALC0016781","0236_2811_020_3000","","34","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.02"
"0496_4924_357_5000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0496_4924_357_5000_DC000659","BULK_OH_0496_4924_357_5000_DC000659_ALC0016781","0496_4924_357_5000","","7","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0118_5362_915_3432","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0118_5362_915_3432_DC000659","BULK_OH_0118_5362_915_3432_DC000659_ALC0016781","0118_5362_915_3432","","9","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"2693_8201_153_2000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_2693_8201_153_2000_DC000659","BULK_OH_2693_8201_153_2000_DC000659_ALC0016781","2693_8201_153_2000","","28","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"2546_6229_256_0002","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_2546_6229_256_0002_DC000659","BULK_OH_2546_6229_256_0002_DC000659_ALC0016781","2546_6229_256_0002","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0112_5566_965_2932","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0112_5566_965_2932_DC000659","BULK_OH_0112_5566_965_2932_DC000659_ALC0016781","0112_5566_965_2932","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"2696_3130_073_1000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_2696_3130_073_1000_DC000659","BULK_OH_2696_3130_073_1000_DC000659_ALC0016781","2696_3130_073_1000","","11","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"2698_3081_073_5000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_2698_3081_073_5000_DC000659","BULK_OH_2698_3081_073_5000_DC000659_ALC0016781","2698_3081_073_5000","","28","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0491_5086_317_1613","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0491_5086_317_1613_DC000659","BULK_OH_0491_5086_317_1613_DC000659_ALC0016781","0491_5086_317_1613","","20","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0491_5089_215_1611","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0491_5089_215_1611_DC000659","BULK_OH_0491_5089_215_1611_DC000659_ALC0016781","0491_5089_215_1611","","27","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"3439_2676_038_8002","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_3439_2676_038_8002_DC000659","BULK_OH_3439_2676_038_8002_DC000659_ALC0016781","3439_2676_038_8002","","27","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"3439_2676_038_9101","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_3439_2676_038_9101_DC000659","BULK_OH_3439_2676_038_9101_DC000659_ALC0016781","3439_2676_038_9101","","23","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0433_2654_053_7012","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0433_2654_053_7012_DC000659","BULK_OH_0433_2654_053_7012_DC000659_ALC0016781","0433_2654_053_7012","","37","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0433_2654_053_7014","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0433_2654_053_7014_DC000659","BULK_OH_0433_2654_053_7014_DC000659_ALC0016781","0433_2654_053_7014","","17","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0119_5339_001_3332","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0119_5339_001_3332_DC000659","BULK_OH_0119_5339_001_3332_DC000659_ALC0016781","0119_5339_001_3332","","15","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0327_4030_016_9002","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0327_4030_016_9002_DC000659","BULK_OH_0327_4030_016_9002_DC000659_ALC0016781","0327_4030_016_9002","","6","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"0447_5078_065_1624","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_0447_5078_065_1624_DC000659","BULK_OH_0447_5078_065_1624_DC000659_ALC0016781","0447_5078_065_1624","","13","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"2698_3081_100_2000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_2698_3081_100_2000_DC000659","BULK_OH_2698_3081_100_2000_DC000659_ALC0016781","2698_3081_100_2000","","10","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"1756_2701_073_3000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_1756_2701_073_3000_DC000659","BULK_OH_1756_2701_073_3000_DC000659_ALC0016781","1756_2701_073_3000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.03"
"1756_2701_073_4000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_1756_2701_073_4000_DC000659","BULK_OH_1756_2701_073_4000_DC000659_ALC0016781","1756_2701_073_4000","","5","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.04"
"2693_2957_073_1000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_2693_2957_073_1000_DC000659","BULK_OH_2693_2957_073_1000_DC000659_ALC0016781","2693_2957_073_1000","","9","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.04"
"2693_2957_153_2000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_2693_2957_153_2000_DC000659","BULK_OH_2693_2957_153_2000_DC000659_ALC0016781","2693_2957_153_2000","","25","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.04"
"1164_1542_001_4000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_1164_1542_001_4000_DC000659","BULK_OH_1164_1542_001_4000_DC000659_ALC0016781","1164_1542_001_4000","","60","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.04"
"1164_1542_001_8000","AEO_DC_000659","AEO_ST_006922","20231123","20231124","20231127","BULK_OH_1164_1542_001_8000_DC000659","BULK_OH_1164_1542_001_8000_DC000659_ALC0016781","1164_1542_001_8000","","7","0","0","0016781","1","N","","DEPLOYMENT","0","Manual Import","0000000000","  ","2023-11-23.08.00.04"
