Class_Style_Color_Size,AEO_DC_From_LOC,AEO_DC_To_LOC,Allocate_Date,Ship_Date,Arrive_Date,BULK_OH_Class_Style_Color_Size_DC,BULK_OH_Class_Style_Color_Size_Alloc,Class_Style_Color_Size,,QTY,0,0,Alloc,1,N,,DEPLOYMENT,0,Manual Import,0000000000,FloorSet,Current_Time_Stamp
"""1754_2012_73_3000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_1754_2012_73_3000_DC659""","""BULK_OH_1754_2012_73_3000_DC659_ALC16716""","""1754_2012_73_3000""","""""","""89""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.07"""
"""1753_1371_683_1000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_1753_1371_683_1000_DC659""","""BULK_OH_1753_1371_683_1000_DC659_ALC16716""","""1753_1371_683_1000""","""""","""6""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.07"""
"""2693_8201_153_3000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2693_8201_153_3000_DC659""","""BULK_OH_2693_8201_153_3000_DC659_ALC16716""","""2693_8201_153_3000""","""""","""48""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.07"""
"""118_5312_896_3634""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_118_5312_896_3634_DC659""","""BULK_OH_118_5312_896_3634_DC659_ALC16716""","""118_5312_896_3634""","""""","""10""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.08"""
"""118_5312_896_4030""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_118_5312_896_4030_DC659""","""BULK_OH_118_5312_896_4030_DC659_ALC16716""","""118_5312_896_4030""","""""","""15""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.08"""
"""118_5312_896_4232""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_118_5312_896_4232_DC659""","""BULK_OH_118_5312_896_4232_DC659_ALC16716""","""118_5312_896_4232""","""""","""17""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.08"""
"""117_5345_896_4032""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_117_5345_896_4032_DC659""","""BULK_OH_117_5345_896_4032_DC659_ALC16716""","""117_5345_896_4032""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.09"""
"""433_2878_429_7006""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2878_429_7006_DC659""","""BULK_OH_433_2878_429_7006_DC659_ALC16716""","""433_2878_429_7006""","""""","""14""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.09"""
"""433_2878_429_8004""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2878_429_8004_DC659""","""BULK_OH_433_2878_429_8004_DC659_ALC16716""","""433_2878_429_8004""","""""","""31""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.09"""
"""752_2639_73_5000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_752_2639_73_5000_DC659""","""BULK_OH_752_2639_73_5000_DC659_ALC16716""","""752_2639_73_5000""","""""","""6""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.09"""
"""112_5566_965_3436""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_112_5566_965_3436_DC659""","""BULK_OH_112_5566_965_3436_DC659_ALC16716""","""112_5566_965_3436""","""""","""13""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.10"""
"""2696_3084_27_2000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2696_3084_27_2000_DC659""","""BULK_OH_2696_3084_27_2000_DC659_ALC16716""","""2696_3084_27_2000""","""""","""15""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.10"""
"""2698_3081_73_3000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2698_3081_73_3000_DC659""","""BULK_OH_2698_3081_73_3000_DC659_ALC16716""","""2698_3081_73_3000""","""""","""61""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.10"""
"""2698_3081_73_6000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2698_3081_73_6000_DC659""","""BULK_OH_2698_3081_73_6000_DC659_ALC16716""","""2698_3081_73_6000""","""""","""19""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.11"""
"""491_5089_425_1623""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_491_5089_425_1623_DC659""","""BULK_OH_491_5089_425_1623_DC659_ALC16716""","""491_5089_425_1623""","""""","""7""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.11"""
"""433_2654_53_7014""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2654_53_7014_DC659""","""BULK_OH_433_2654_53_7014_DC659_ALC16716""","""433_2654_53_7014""","""""","""9""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.11"""
"""433_2654_53_8008""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2654_53_8008_DC659""","""BULK_OH_433_2654_53_8008_DC659_ALC16716""","""433_2654_53_8008""","""""","""21""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.11"""
"""1436_2762_524_9102""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_1436_2762_524_9102_DC659""","""BULK_OH_1436_2762_524_9102_DC659_ALC16716""","""1436_2762_524_9102""","""""","""6""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.12"""
"""119_5339_1_2828""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_119_5339_1_2828_DC659""","""BULK_OH_119_5339_1_2828_DC659_ALC16716""","""119_5339_1_2828""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.12"""
"""119_5339_1_3832""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_119_5339_1_3832_DC659""","""BULK_OH_119_5339_1_3832_DC659_ALC16716""","""119_5339_1_3832""","""""","""7""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.12"""
"""327_4030_16_8010""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_327_4030_16_8010_DC659""","""BULK_OH_327_4030_16_8010_DC659_ALC16716""","""327_4030_16_8010""","""""","""9""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.13"""
"""117_5343_947_3830""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_117_5343_947_3830_DC659""","""BULK_OH_117_5343_947_3830_DC659_ALC16716""","""117_5343_947_3830""","""""","""9""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.13"""
"""433_2654_53_9810""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2654_53_9810_DC659""","""BULK_OH_433_2654_53_9810_DC659_ALC16716""","""433_2654_53_9810""","""""","""6""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.13"""
"""433_2654_53_9812""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2654_53_9812_DC659""","""BULK_OH_433_2654_53_9812_DC659_ALC16716""","""433_2654_53_9812""","""""","""6""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.14"""
"""491_5089_73_1614""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_491_5089_73_1614_DC659""","""BULK_OH_491_5089_73_1614_DC659_ALC16716""","""491_5089_73_1614""","""""","""115""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.14"""
"""491_5089_73_1625""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_491_5089_73_1625_DC659""","""BULK_OH_491_5089_73_1625_DC659_ALC16716""","""491_5089_73_1625""","""""","""8""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.14"""
"""1756_2701_73_5000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_1756_2701_73_5000_DC659""","""BULK_OH_1756_2701_73_5000_DC659_ALC16716""","""1756_2701_73_5000""","""""","""6""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.15"""
"""2698_3081_317_3000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2698_3081_317_3000_DC659""","""BULK_OH_2698_3081_317_3000_DC659_ALC16716""","""2698_3081_317_3000""","""""","""15""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.15"""
"""751_2928_73_1612""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_751_2928_73_1612_DC659""","""BULK_OH_751_2928_73_1612_DC659_ALC16716""","""751_2928_73_1612""","""""","""6""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.15"""
"""754_3066_73_2000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_754_3066_73_2000_DC659""","""BULK_OH_754_3066_73_2000_DC659_ALC16716""","""754_3066_73_2000""","""""","""7""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.15"""
"""220_973_800_2000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_220_973_800_2000_DC659""","""BULK_OH_220_973_800_2000_DC659_ALC16716""","""220_973_800_2000""","""""","""7""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.16"""
"""220_973_800_3000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_220_973_800_3000_DC659""","""BULK_OH_220_973_800_3000_DC659_ALC16716""","""220_973_800_3000""","""""","""17""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.16"""
"""220_973_800_4000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_220_973_800_4000_DC659""","""BULK_OH_220_973_800_4000_DC659_ALC16716""","""220_973_800_4000""","""""","""12""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.16"""
"""220_973_800_5000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_220_973_800_5000_DC659""","""BULK_OH_220_973_800_5000_DC659_ALC16716""","""220_973_800_5000""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.17"""
"""327_4425_16_8004""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_327_4425_16_8004_DC659""","""BULK_OH_327_4425_16_8004_DC659_ALC16716""","""327_4425_16_8004""","""""","""7""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.17"""
"""424_1731_73_1000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_424_1731_73_1000_DC659""","""BULK_OH_424_1731_73_1000_DC659_ALC16716""","""424_1731_73_1000""","""""","""17""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.17"""
"""3496_1053_73_4400""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_3496_1053_73_4400_DC659""","""BULK_OH_3496_1053_73_4400_DC659_ALC16716""","""3496_1053_73_4400""","""""","""28""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.17"""
"""708_5230_73_1616""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_708_5230_73_1616_DC659""","""BULK_OH_708_5230_73_1616_DC659_ALC16716""","""708_5230_73_1616""","""""","""20""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.18"""
"""753_2811_73_6000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_753_2811_73_6000_DC659""","""BULK_OH_753_2811_73_6000_DC659_ALC16716""","""753_2811_73_6000""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.18"""
"""753_3132_73_1000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_753_3132_73_1000_DC659""","""BULK_OH_753_3132_73_1000_DC659_ALC16716""","""753_3132_73_1000""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.18"""
"""753_3132_73_5000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_753_3132_73_5000_DC659""","""BULK_OH_753_3132_73_5000_DC659_ALC16716""","""753_3132_73_5000""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.19"""
"""436_3502_450_8016""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_436_3502_450_8016_DC659""","""BULK_OH_436_3502_450_8016_DC659_ALC16716""","""436_3502_450_8016""","""""","""7""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.19"""
"""436_3455_433_7006""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_436_3455_433_7006_DC659""","""BULK_OH_436_3455_433_7006_DC659_ALC16716""","""436_3455_433_7006""","""""","""13""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.19"""
"""1435_3424_912_8008""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_1435_3424_912_8008_DC659""","""BULK_OH_1435_3424_912_8008_DC659_ALC16716""","""1435_3424_912_8008""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.20"""
"""1437_3417_470_9012""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_1437_3417_470_9012_DC659""","""BULK_OH_1437_3417_470_9012_DC659_ALC16716""","""1437_3417_470_9012""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.20"""
"""438_3535_16_7004""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_438_3535_16_7004_DC659""","""BULK_OH_438_3535_16_7004_DC659_ALC16716""","""438_3535_16_7004""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.20"""
"""113_5914_428_3634""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_113_5914_428_3634_DC659""","""BULK_OH_113_5914_428_3634_DC659_ALC16716""","""113_5914_428_3634""","""""","""8""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.20"""
"""112_5908_857_3230""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_112_5908_857_3230_DC659""","""BULK_OH_112_5908_857_3230_DC659_ALC16716""","""112_5908_857_3230""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.21"""
"""112_5908_857_3832""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_112_5908_857_3832_DC659""","""BULK_OH_112_5908_857_3832_DC659_ALC16716""","""112_5908_857_3832""","""""","""7""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.21"""
"""112_5909_841_3436""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_112_5909_841_3436_DC659""","""BULK_OH_112_5909_841_3436_DC659_ALC16716""","""112_5909_841_3436""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.21"""
"""112_5909_841_4032""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_112_5909_841_4032_DC659""","""BULK_OH_112_5909_841_4032_DC659_ALC16716""","""112_5909_841_4032""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.22"""
"""2168_2499_915_6000""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2168_2499_915_6000_DC659""","""BULK_OH_2168_2499_915_6000_DC659_ALC16716""","""2168_2499_915_6000""","""""","""10""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.22"""
"""8791_8340_73_3813""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_8791_8340_73_3813_DC659""","""BULK_OH_8791_8340_73_3813_DC659_ALC16716""","""8791_8340_73_3813""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.22"""
"""8791_8340_73_3814""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_8791_8340_73_3814_DC659""","""BULK_OH_8791_8340_73_3814_DC659_ALC16716""","""8791_8340_73_3814""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.23"""
"""8791_8340_125_3413""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_8791_8340_125_3413_DC659""","""BULK_OH_8791_8340_125_3413_DC659_ALC16716""","""8791_8340_125_3413""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.23"""
"""2737_4977_73_3812""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2737_4977_73_3812_DC659""","""BULK_OH_2737_4977_73_3812_DC659_ALC16716""","""2737_4977_73_3812""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.23"""
"""2737_4977_73_3813""","""AEO_DC_659""","""AEO_ST_6906""","""20231118""","""20231119""","""20231122""","""BULK_OH_2737_4977_73_3813_DC659""","""BULK_OH_2737_4977_73_3813_DC659_ALC16716""","""2737_4977_73_3813""","""""","""5""","""0""","""0""","""16716""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.01.23"""
