Class_Style_Color_Size,AEO_DC_From_LOC,AEO_DC_To_LOC,Allocate_Date,Ship_Date,Arrive_Date,BULK_OH_Class_Style_Color_Size_DC,BULK_OH_Class_Style_Color_Size_Alloc,Class_Style_Color_Size,,QTY,0,0,Alloc,1,N,,DEPLOYMENT,0,Manual Import,0000000000,FloorSet,Current_Time_Stamp
"""753_1769_73_1000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_753_1769_73_1000_DC659""","""BULK_OH_753_1769_73_1000_DC659_ALC16718""","""753_1769_73_1000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.42"""
"""752_1883_683_5000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_752_1883_683_5000_DC659""","""BULK_OH_752_1883_683_5000_DC659_ALC16718""","""752_1883_683_5000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.42"""
"""753_1382_683_5000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_753_1382_683_5000_DC659""","""BULK_OH_753_1382_683_5000_DC659_ALC16718""","""753_1382_683_5000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.43"""
"""236_2811_20_1000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_236_2811_20_1000_DC659""","""BULK_OH_236_2811_20_1000_DC659_ALC16718""","""236_2811_20_1000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.43"""
"""236_2811_20_3000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_236_2811_20_3000_DC659""","""BULK_OH_236_2811_20_3000_DC659_ALC16718""","""236_2811_20_3000""","""""","""34""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.43"""
"""496_4924_357_5000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_496_4924_357_5000_DC659""","""BULK_OH_496_4924_357_5000_DC659_ALC16718""","""496_4924_357_5000""","""""","""7""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.43"""
"""118_5362_915_3432""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_118_5362_915_3432_DC659""","""BULK_OH_118_5362_915_3432_DC659_ALC16718""","""118_5362_915_3432""","""""","""9""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.44"""
"""2693_8201_153_2000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2693_8201_153_2000_DC659""","""BULK_OH_2693_8201_153_2000_DC659_ALC16718""","""2693_8201_153_2000""","""""","""28""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.44"""
"""2546_6229_256_2""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2546_6229_256_2_DC659""","""BULK_OH_2546_6229_256_2_DC659_ALC16718""","""2546_6229_256_2""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.44"""
"""112_5566_965_2932""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_112_5566_965_2932_DC659""","""BULK_OH_112_5566_965_2932_DC659_ALC16718""","""112_5566_965_2932""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.45"""
"""2696_3130_73_1000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2696_3130_73_1000_DC659""","""BULK_OH_2696_3130_73_1000_DC659_ALC16718""","""2696_3130_73_1000""","""""","""11""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.45"""
"""2698_3081_73_5000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2698_3081_73_5000_DC659""","""BULK_OH_2698_3081_73_5000_DC659_ALC16718""","""2698_3081_73_5000""","""""","""28""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.45"""
"""491_5086_317_1613""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_491_5086_317_1613_DC659""","""BULK_OH_491_5086_317_1613_DC659_ALC16718""","""491_5086_317_1613""","""""","""20""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.46"""
"""491_5089_215_1611""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_491_5089_215_1611_DC659""","""BULK_OH_491_5089_215_1611_DC659_ALC16718""","""491_5089_215_1611""","""""","""27""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.46"""
"""3439_2676_38_8002""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_3439_2676_38_8002_DC659""","""BULK_OH_3439_2676_38_8002_DC659_ALC16718""","""3439_2676_38_8002""","""""","""27""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.46"""
"""3439_2676_38_9101""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_3439_2676_38_9101_DC659""","""BULK_OH_3439_2676_38_9101_DC659_ALC16718""","""3439_2676_38_9101""","""""","""23""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.47"""
"""433_2654_53_7012""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2654_53_7012_DC659""","""BULK_OH_433_2654_53_7012_DC659_ALC16718""","""433_2654_53_7012""","""""","""37""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.47"""
"""433_2654_53_7014""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_433_2654_53_7014_DC659""","""BULK_OH_433_2654_53_7014_DC659_ALC16718""","""433_2654_53_7014""","""""","""17""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.47"""
"""119_5339_1_3332""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_119_5339_1_3332_DC659""","""BULK_OH_119_5339_1_3332_DC659_ALC16718""","""119_5339_1_3332""","""""","""15""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.47"""
"""327_4030_16_9002""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_327_4030_16_9002_DC659""","""BULK_OH_327_4030_16_9002_DC659_ALC16718""","""327_4030_16_9002""","""""","""6""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.48"""
"""447_5078_65_1624""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_447_5078_65_1624_DC659""","""BULK_OH_447_5078_65_1624_DC659_ALC16718""","""447_5078_65_1624""","""""","""13""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.48"""
"""2698_3081_100_2000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2698_3081_100_2000_DC659""","""BULK_OH_2698_3081_100_2000_DC659_ALC16718""","""2698_3081_100_2000""","""""","""10""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.48"""
"""1756_2701_73_3000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1756_2701_73_3000_DC659""","""BULK_OH_1756_2701_73_3000_DC659_ALC16718""","""1756_2701_73_3000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.49"""
"""1756_2701_73_4000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1756_2701_73_4000_DC659""","""BULK_OH_1756_2701_73_4000_DC659_ALC16718""","""1756_2701_73_4000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.49"""
"""2693_2957_73_1000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2693_2957_73_1000_DC659""","""BULK_OH_2693_2957_73_1000_DC659_ALC16718""","""2693_2957_73_1000""","""""","""9""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.49"""
"""2693_2957_153_2000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2693_2957_153_2000_DC659""","""BULK_OH_2693_2957_153_2000_DC659_ALC16718""","""2693_2957_153_2000""","""""","""25""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.50"""
"""1164_1542_1_4000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1164_1542_1_4000_DC659""","""BULK_OH_1164_1542_1_4000_DC659_ALC16718""","""1164_1542_1_4000""","""""","""60""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.50"""
"""1164_1542_1_8000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1164_1542_1_8000_DC659""","""BULK_OH_1164_1542_1_8000_DC659_ALC16718""","""1164_1542_1_8000""","""""","""7""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.50"""
"""1164_1539_100_7000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1164_1539_100_7000_DC659""","""BULK_OH_1164_1539_100_7000_DC659_ALC16718""","""1164_1539_100_7000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.50"""
"""436_3067_94_8008""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_436_3067_94_8008_DC659""","""BULK_OH_436_3067_94_8008_DC659_ALC16718""","""436_3067_94_8008""","""""","""8""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.51"""
"""753_2860_73_1000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_753_2860_73_1000_DC659""","""BULK_OH_753_2860_73_1000_DC659_ALC16718""","""753_2860_73_1000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.51"""
"""1163_1585_900_4000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1163_1585_900_4000_DC659""","""BULK_OH_1163_1585_900_4000_DC659_ALC16718""","""1163_1585_900_4000""","""""","""16""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.51"""
"""220_973_800_2000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_220_973_800_2000_DC659""","""BULK_OH_220_973_800_2000_DC659_ALC16718""","""220_973_800_2000""","""""","""7""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.52"""
"""220_973_800_3000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_220_973_800_3000_DC659""","""BULK_OH_220_973_800_3000_DC659_ALC16718""","""220_973_800_3000""","""""","""17""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.52"""
"""220_973_800_4000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_220_973_800_4000_DC659""","""BULK_OH_220_973_800_4000_DC659_ALC16718""","""220_973_800_4000""","""""","""67""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.52"""
"""436_3380_431_8102""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_436_3380_431_8102_DC659""","""BULK_OH_436_3380_431_8102_DC659_ALC16718""","""436_3380_431_8102""","""""","""53""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.53"""
"""2696_1097_100_3000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2696_1097_100_3000_DC659""","""BULK_OH_2696_1097_100_3000_DC659_ALC16718""","""2696_1097_100_3000""","""""","""23""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.53"""
"""3496_1053_73_4400""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_3496_1053_73_4400_DC659""","""BULK_OH_3496_1053_73_4400_DC659_ALC16718""","""3496_1053_73_4400""","""""","""10""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.53"""
"""753_3132_73_2000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_753_3132_73_2000_DC659""","""BULK_OH_753_3132_73_2000_DC659_ALC16718""","""753_3132_73_2000""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.54"""
"""1435_3424_912_8004""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1435_3424_912_8004_DC659""","""BULK_OH_1435_3424_912_8004_DC659_ALC16718""","""1435_3424_912_8004""","""""","""6""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.54"""
"""1437_3416_928_7014""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1437_3416_928_7014_DC659""","""BULK_OH_1437_3416_928_7014_DC659_ALC16718""","""1437_3416_928_7014""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.54"""
"""1437_3416_928_8016""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1437_3416_928_8016_DC659""","""BULK_OH_1437_3416_928_8016_DC659_ALC16718""","""1437_3416_928_8016""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.54"""
"""432_3408_334_7006""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_432_3408_334_7006_DC659""","""BULK_OH_432_3408_334_7006_DC659_ALC16718""","""432_3408_334_7006""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.55"""
"""424_6386_73_3000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_424_6386_73_3000_DC659""","""BULK_OH_424_6386_73_3000_DC659_ALC16718""","""424_6386_73_3000""","""""","""117""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.55"""
"""424_6386_73_4000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_424_6386_73_4000_DC659""","""BULK_OH_424_6386_73_4000_DC659_ALC16718""","""424_6386_73_4000""","""""","""87""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.55"""
"""436_3548_923_8004""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_436_3548_923_8004_DC659""","""BULK_OH_436_3548_923_8004_DC659_ALC16718""","""436_3548_923_8004""","""""","""7""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.56"""
"""2168_2499_915_6000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_2168_2499_915_6000_DC659""","""BULK_OH_2168_2499_915_6000_DC659_ALC16718""","""2168_2499_915_6000""","""""","""7""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.56"""
"""8791_8340_73_3815""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_8791_8340_73_3815_DC659""","""BULK_OH_8791_8340_73_3815_DC659_ALC16718""","""8791_8340_73_3815""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.56"""
"""111_5932_894_3230""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_111_5932_894_3230_DC659""","""BULK_OH_111_5932_894_3230_DC659_ALC16718""","""111_5932_894_3230""","""""","""6""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.57"""
"""111_5932_894_3232""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_111_5932_894_3232_DC659""","""BULK_OH_111_5932_894_3232_DC659_ALC16718""","""111_5932_894_3232""","""""","""8""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.57"""
"""1115_6024_516_2830""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1115_6024_516_2830_DC659""","""BULK_OH_1115_6024_516_2830_DC659_ALC16718""","""1115_6024_516_2830""","""""","""5""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.57"""
"""1115_6024_516_3630""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_1115_6024_516_3630_DC659""","""BULK_OH_1115_6024_516_3630_DC659_ALC16718""","""1115_6024_516_3630""","""""","""9""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.58"""
"""153_5593_100_3000""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_153_5593_100_3000_DC659""","""BULK_OH_153_5593_100_3000_DC659_ALC16718""","""153_5593_100_3000""","""""","""7""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.58"""
"""3439_3524_897_8004""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_3439_3524_897_8004_DC659""","""BULK_OH_3439_3524_897_8004_DC659_ALC16718""","""3439_3524_897_8004""","""""","""15""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.58"""
"""3439_3524_897_8006""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_3439_3524_897_8006_DC659""","""BULK_OH_3439_3524_897_8006_DC659_ALC16718""","""3439_3524_897_8006""","""""","""12""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.58"""
"""3439_3524_897_8008""","""AEO_DC_659""","""AEO_ST_6922""","""20231118""","""20231119""","""20231122""","""BULK_OH_3439_3524_897_8008_DC659""","""BULK_OH_3439_3524_897_8008_DC659_ALC16718""","""3439_3524_897_8008""","""""","""12""","""0""","""0""","""16718""","""1""","""N""","""""","""DEPLOYMENT""","""0""","""Manual Import""","""0000000000""",""" ""","""2023-11-18.12.07.59"""
